NAMELAST,NAMEFIRST,NAMEMID,UIN,BDGNBR,ACCESS_TYPE,TOA,POA,TOD,POD,APPT_MADE_DATE,APPT_START_DATE,APPT_END_DATE,APPT_CANCEL_DATE,TOTAL_PEOPLE,LAST_UPDATEDBY,POST,LASTENTRYDATE,TERMINAL_SUFFIX,VISITEE_NAMELAST,VISITEE_NAMEFIRST,MEETING_LOC,MEETING_ROOM,CALLER_NAME_LAST,CALLER_NAME_FIRST,CALLER_ROOM,RELEASEDATE
NAMELAST,NAMEFIRST,NAMEMID,UIN,BDGNBR,ACCESS_TYPE,TOA,POA,TOD,POD,APPT_MADE_DATE,APPT_START_DATE,APPT_END_DATE,APPT_CANCEL_DATE,TOTAL_PEOPLE,LAST_UPDATEDBY,POST,LASTENTRYDATE,TERMINAL_SUFFIX,VISITEE_NAMELAST,VISITEE_NAMEFIRST,MEETING_LOC,MEETING_ROOM,CALLER_NAME_LAST,CALLER_NAME_FIRST,CALLER_ROOM,RELEASEDATE
NAMELAST,NAMEFIRST,NAMEMID,UIN,BDGNBR,ACCESS_TYPE,TOA,POA,TOD,POD,APPT_MADE_DATE,APPT_START_DATE,APPT_END_DATE,APPT_CANCEL_DATE,TOTAL_PEOPLE,LAST_UPDATEDBY,POST,LASTENTRYDATE,TERMINAL_SUFFIX,VISITEE_NAMELAST,VISITEE_NAMEFIRST,MEETING_LOC,MEETING_ROOM,CALLER_NAME_LAST,CALLER_NAME_FIRST,CALLER_ROOM,RELEASEDATE
NAMELAST,NAMEFIRST,NAMEMID,UIN,BDGNBR,ACCESS_TYPE,TOA,POA,TOD,POD,APPT_MADE_DATE,APPT_START_DATE,APPT_END_DATE,APPT_CANCEL_DATE,TOTAL_PEOPLE,LAST_UPDATEDBY,POST,LASTENTRYDATE,TERMINAL_SUFFIX,VISITEE_NAMELAST,VISITEE_NAMEFIRST,MEETING_LOC,MEETING_ROOM,CALLER_NAME_LAST,CALLER_NAME_FIRST,CALLER_ROOM,RELEASEDATE,,
NAMELAST,NAMEFIRST,NAMEMID,UIN,BDGNBR,ACCESS_TYPE,TOA,POA,TOD,POD,APPT_MADE_DATE,APPT_START_DATE,APPT_END_DATE,APPT_CANCEL_DATE,TOTAL_PEOPLE,LAST_UPDATEDBY,POST,LASTENTRYDATE,TERMINAL_SUFFIX,VISITEE_NAMELAST,VISITEE_NAMEFIRST,MEETING_LOC,MEETING_ROOM,CALLER_NAME_LAST,CALLER_NAME_FIRST,CALLER_ROOM,RELEASEDATE
NAMELAST,NAMEFIRST,NAMEMID,UIN,BDGNBR,ACCESS_TYPE,TOA,POA,TOD,POD,APPT_MADE_DATE,APPT_START_DATE,APPT_END_DATE,APPT_CANCEL_DATE,TOTAL_PEOPLE,LAST_UPDATEDBY,POST,LASTENTRYDATE,TERMINAL_SUFFIX,VISITEE_NAMELAST,VISITEE_NAMEFIRST,MEETING_LOC,MEETING_ROOM,CALLER_NAME_LAST,CALLER_NAME_FIRST,CALLER_ROOM,RELEASEDATE
Last Name,First Name,Middle Initial,UIN,BDGNBR,Access Type,TOA,POA,TOD,POD,Appointment Made Date,Appointment Start Date,Appointment End Date,Appointment Cancel Date,Total People,Last Updated By,POST,Last Entry Date,Terminal Suffix,Visitee Last Name,Visitee First Name,Meeting Location,Meeting Room,Caller Last Name,Caller First Name,CALLER_ROOM,RELEASEDATE
Last Name,First Name,Middle Initial,UIN,BDGNBR,Access Type,TOA,POA,TOD,POD,Appointment Made Date,Appointment Start Date,Appointment End Date,Appointment Cancel Date,Total People,Last Updated By,POST,Last Entry Date,Terminal Suffix,Visitee Last Name,Visitee First Name,Meeting Location,Meeting Room,Caller Last Name,Caller First Name,CALLER_ROOM,RELEASEDATE
Last Name,First Name,Middle Initial,UIN,BDGNBR,Access Type,TOA,POA,TOD,POD,Appointment Made Date,Appointment Start Date,Appointment End Date,Appointment Cancel Date,Total People,Last Updated By,POST,Last Entry Date,Terminal Suffix,Visitee Last Name,Visitee First Name,Meeting Location,Meeting Room,Caller Last Name,Caller First Name,CALLER_ROOM,RELEASEDATE
Last Name,First Name,Middle Initial,UIN,BDGNBR,Access Type,TOA,POA,TOD,POD,Appointment Made Date,Appointment Start Date,Appointment End Date,Appointment Cancel Date,Total People,Last Updated By,POST,Last Entry Date,Terminal Suffix,Visitee Last Name,Visitee First Name,Meeting Location,Meeting Room,Caller Last Name,Caller First Name,CALLER_ROOM,RELEASEDATE
Last Name,First Name,Middle Initial,UIN,BDGNBR,Access Type,TOA,POA,TOD,POD,Appointment Made Date,Appointment Start Date,Appointment End Date,Appointment Cancel Date,Total People,Last Updated By,POST,Last Entry Date,Terminal Suffix,Visitee Last Name,Visitee First Name,Meeting Location,Meeting Room,Caller Last Name,Caller First Name,CALLER_ROOM,RELEASEDATE
Last Name,First Name,Middle Initial,UIN,BDGNBR,Access Type,TOA,POA,TOD,POD,Appointment Made Date,Appointment Start Date,Appointment End Date,Appointment Cancel Date,Total People,Last Updated By,POST,Last Entry Date,Terminal Suffix,Visitee Last Name,Visitee First Name,Meeting Location,Meeting Room,Caller Last Name,Caller First Name,CALLER_ROOM,RELEASEDATE
Last Name,First Name,Middle Initial,UIN,BDGNBR,Access Type,TOA,POA,TOD,POD,Appointment Made Date,Appointment Start Date,Appointment End Date,Appointment Cancel Date,Total People,Last Updated By,POST,Last Entry Date,Terminal Suffix,Visitee Last Name,Visitee First Name,Meeting Location,Meeting Room,Caller Last Name,Caller First Name,CALLER_ROOM,RELEASEDATE
